,Profile Name,Duration,Title,Country,Type,Hour,Day,Month,Year,Device Category,tconst,titleType,primaryTitle,genres,averageRating,numVotes
12060,Home,0.4647222222222222,Feria,IN (India),TV Show,3,8,5,2022,Set Top Boxes,,,,,,
12073,Home,0.7855555555555556,Feria,IN (India),TV Show,14,7,5,2022,Set Top Boxes,,,,,,
12074,Home,0.1858333333333333,Feria,IN (India),TV Show,14,7,5,2022,Set Top Boxes,,,,,,
12093,Home,0.5938888888888889,Feria,IN (India),TV Show,12,6,5,2022,Set Top Boxes,,,,,,
12094,Home,0.1361111111111111,Feria,IN (India),TV Show,12,6,5,2022,Set Top Boxes,,,,,,
12251,Home,0.7083333333333334,Return To Space,TH (Thailand),Movie,10,24,4,2022,Set Top Boxes,,,,,,
12253,Home,0.7611111111111111,Return To Space,TH (Thailand),Movie,6,24,4,2022,Set Top Boxes,,,,,,
12254,Home,0.1547222222222222,Return To Space,TH (Thailand),Movie,6,24,4,2022,Set Top Boxes,,,,,,
12255,Home,0.4944444444444444,Return To Space,TH (Thailand),Movie,4,24,4,2022,Set Top Boxes,,,,,,
12389,Home,0.3169444444444444,Eternally Confused And Eager For Love,TH (Thailand),TV Show,13,2,4,2022,Set Top Boxes,,,,,,
12390,Home,0.3525,Eternally Confused And Eager For Love,TH (Thailand),TV Show,13,2,4,2022,Set Top Boxes,,,,,,
12391,Home,0.2983333333333333,Eternally Confused And Eager For Love,TH (Thailand),TV Show,12,2,4,2022,Set Top Boxes,,,,,,
12392,Home,0.2561111111111111,Eternally Confused And Eager For Love,TH (Thailand),TV Show,13,31,3,2022,Set Top Boxes,,,,,,
12393,Home,0.2897222222222222,Eternally Confused And Eager For Love,TH (Thailand),TV Show,13,31,3,2022,Set Top Boxes,,,,,,
12395,Home,0.1786111111111111,Eternally Confused And Eager For Love,TH (Thailand),TV Show,7,27,3,2022,Set Top Boxes,,,,,,
12451,Home,0.1108333333333333,Maha Samudram (Tamil),TH (Thailand),Movie,13,21,12,2021,Set Top Boxes,,,,,,
12468,Home,1.304722222222222,The Bridges Of Madison County,TH (Thailand),Movie,15,17,12,2021,Set Top Boxes,,,,,,
12469,Home,0.3783333333333333,The Bridges Of Madison County,TH (Thailand),Movie,15,16,12,2021,Set Top Boxes,,,,,,
12470,Home,0.14,The Bridges Of Madison County,TH (Thailand),Movie,15,16,12,2021,Set Top Boxes,,,,,,
12485,Home,0.8094444444444444,Mughizh,IN (India),Movie,11,3,12,2021,Apple Mobile Devices,,,,,,
12518,Home,0.2766666666666666,"Riots, Drills And The Devil",IN (India),TV Show,15,13,11,2021,Apple Mobile Devices,,,,,,
12519,Home,0.5358333333333334,"English, Fitz Or Percy",IN (India),Movie,14,13,11,2021,Apple Mobile Devices,,,,,,
12520,Home,0.1713888888888889,"English, Fitz Or Percy",IN (India),Movie,7,13,11,2021,Apple Mobile Devices,,,,,,
12713,Home,2.0641666666666665,Clear And Present Danger,IN (India),Movie,9,8,11,2021,Apple Mobile Devices,,,,,,
12918,Home,0.4322222222222222,The Woman In The Window,TH (Thailand),Movie,14,26,9,2021,Smart TVs,,,,,,
12919,Home,1.0983333333333334,The Woman In The Window,TH (Thailand),Movie,13,26,9,2021,Smart TVs,,,,,,
12920,Home,0.5969444444444445,The General'S Daughter,TH (Thailand),Movie,10,26,9,2021,Smart TVs,,,,,,
12921,Home,0.3855555555555555,The General'S Daughter,TH (Thailand),Movie,9,26,9,2021,Smart TVs,,,,,,
12922,Home,0.1033333333333333,The General'S Daughter,TH (Thailand),Movie,8,26,9,2021,Smart TVs,,,,,,
12923,Home,0.3111111111111111,The General'S Daughter,TH (Thailand),Movie,5,26,9,2021,Smart TVs,,,,,,
12924,Home,0.2302777777777777,The General'S Daughter,TH (Thailand),Movie,4,26,9,2021,Smart TVs,,,,,,
12925,Home,0.1452777777777777,The General'S Daughter,TH (Thailand),Movie,3,26,9,2021,Smart TVs,,,,,,
13018,Home,0.3080555555555556,Sas,TH (Thailand),TV Show,10,25,9,2021,Smart TVs,,,,,,
13019,Home,0.115,Sas,TH (Thailand),TV Show,8,25,9,2021,Smart TVs,,,,,,
13034,Home,0.1927777777777777,State Of Play,TH (Thailand),Movie,14,23,9,2021,Smart TVs,,,,,,
13035,Home,0.9355555555555556,State Of Play,TH (Thailand),Movie,13,23,9,2021,Smart TVs,,,,,,
13036,Home,0.3366666666666666,State Of Play,TH (Thailand),Movie,11,23,9,2021,Smart TVs,,,,,,
13037,Home,0.2244444444444444,State Of Play,TH (Thailand),Movie,11,23,9,2021,Smart TVs,,,,,,
13038,Home,0.27,State Of Play,TH (Thailand),Movie,9,23,9,2021,Smart TVs,,,,,,
13100,Home,0.9194444444444444,Along Came A Spider,TH (Thailand),Movie,14,21,9,2021,Apple Mobile Devices,,,,,,
13101,Home,0.1813888888888888,Along Came A Spider,TH (Thailand),Movie,10,21,9,2021,Smart TVs,,,,,,
13102,Home,0.1894444444444444,Along Came A Spider,TH (Thailand),Movie,9,21,9,2021,Smart TVs,,,,,,
13103,Home,0.1972222222222222,Along Came A Spider,TH (Thailand),Movie,9,21,9,2021,Smart TVs,,,,,,
13167,Home,0.6647222222222222,A Simple Favour,TH (Thailand),Movie,14,9,9,2021,Smart TVs,,,,,,
13168,Home,0.1858333333333333,A Simple Favour,TH (Thailand),Movie,13,9,9,2021,Smart TVs,,,,,,
13169,Home,0.3208333333333333,A Simple Favour,TH (Thailand),Movie,13,9,9,2021,Smart TVs,,,,,,
13170,Home,0.2311111111111111,A Simple Favour,TH (Thailand),Movie,12,9,9,2021,Smart TVs,,,,,,
13171,Home,0.4463888888888889,A Simple Favour,TH (Thailand),Movie,9,9,9,2021,Smart TVs,,,,,,
13172,Home,0.3330555555555555,Trial By Fire,TH (Thailand),Movie,14,7,9,2021,Smart TVs,,,,,,
13173,Home,1.5877777777777775,Trial By Fire,TH (Thailand),Movie,12,7,9,2021,Smart TVs,,,,,,
13240,Home,1.310277777777778,On The Basis Of Sex,TH (Thailand),Movie,8,15,8,2021,Smart TVs,,,,,,
13241,Home,0.3836111111111111,On The Basis Of Sex,TH (Thailand),Movie,7,15,8,2021,Smart TVs,,,,,,
13242,Home,0.2202777777777777,On The Basis Of Sex,TH (Thailand),Movie,7,15,8,2021,Smart TVs,,,,,,
13271,Home,0.4241666666666667,When Calls The Heart,TH (Thailand),TV Show,13,5,8,2021,Smart TVs,,,,,,
13273,Home,0.6358333333333334,The Cook Of Castamar,TH (Thailand),TV Show,12,4,8,2021,Smart TVs,,,,,,
13274,Home,0.2472222222222222,The Cook Of Castamar,TH (Thailand),TV Show,12,4,8,2021,Smart TVs,,,,,,
13275,Home,0.3794444444444444,The Cook Of Castamar,TH (Thailand),TV Show,11,4,8,2021,Smart TVs,,,,,,
13276,Home,0.4888888888888889,The Cook Of Castamar,TH (Thailand),TV Show,11,4,8,2021,Smart TVs,,,,,,
13277,Home,0.7844444444444445,The Cook Of Castamar,TH (Thailand),TV Show,10,4,8,2021,Smart TVs,,,,,,
13278,Home,0.6375,The Cook Of Castamar,TH (Thailand),TV Show,15,3,8,2021,Smart TVs,,,,,,
13279,Home,0.1775,The Cook Of Castamar,TH (Thailand),TV Show,14,3,8,2021,Smart TVs,,,,,,
13280,Home,0.4475,The Cook Of Castamar,TH (Thailand),TV Show,14,3,8,2021,Smart TVs,,,,,,
13281,Home,0.3813888888888889,The Cook Of Castamar,TH (Thailand),TV Show,15,2,8,2021,Smart TVs,,,,,,
13282,Home,0.8022222222222222,The Cook Of Castamar,TH (Thailand),TV Show,15,2,8,2021,Smart TVs,,,,,,
13283,Home,0.2222222222222222,The Cook Of Castamar,TH (Thailand),TV Show,14,2,8,2021,Smart TVs,,,,,,
13284,Home,0.6508333333333334,The Cook Of Castamar,TH (Thailand),TV Show,14,1,8,2021,Smart TVs,,,,,,
13285,Home,0.8213888888888888,The Cook Of Castamar,TH (Thailand),TV Show,14,1,8,2021,Smart TVs,,,,,,
13286,Home,0.8275,The Cook Of Castamar,TH (Thailand),TV Show,13,1,8,2021,Smart TVs,,,,,,
13287,Home,0.8522222222222222,The Cook Of Castamar,TH (Thailand),TV Show,15,31,7,2021,Smart TVs,,,,,,
13288,Home,0.5327777777777778,The Cook Of Castamar,TH (Thailand),TV Show,15,30,7,2021,Smart TVs,,,,,,
13311,Home,0.2211111111111111,The Cook Of Castamar,TH (Thailand),TV Show,14,29,7,2021,Smart TVs,,,,,,
13312,Home,0.7708333333333334,The Cook Of Castamar,TH (Thailand),TV Show,13,29,7,2021,Smart TVs,,,,,,
13313,Home,0.3155555555555555,The Cook Of Castamar,TH (Thailand),TV Show,13,29,7,2021,Smart TVs,,,,,,
13316,Home,0.4530555555555555,The Life Of David Gale,TH (Thailand),Movie,15,26,7,2021,Smart TVs,,,,,,
13317,Home,0.4936111111111111,The Life Of David Gale,TH (Thailand),Movie,14,26,7,2021,Smart TVs,,,,,,
13318,Home,1.17,The Life Of David Gale,TH (Thailand),Movie,12,26,7,2021,Smart TVs,,,,,,
13319,Home,1.7127777777777775,The Last Letter From Your Lover,TH (Thailand),Movie,13,25,7,2021,Smart TVs,,,,,,
13389,Home,0.4588888888888889,This Little Love Of Mine,TH (Thailand),Movie,14,14,7,2021,Smart TVs,,,,,,
13390,Home,0.7019444444444445,This Little Love Of Mine,TH (Thailand),Movie,14,14,7,2021,Smart TVs,,,,,,
13391,Home,0.3191666666666666,This Little Love Of Mine,TH (Thailand),Movie,12,14,7,2021,Smart TVs,,,,,,
13462,Home,0.4875,99 Songs (Tamil),TH (Thailand),Movie,14,26,6,2021,Smart TVs,,,,,,
13463,Home,0.6525,99 Songs (Tamil),TH (Thailand),Movie,14,26,6,2021,Smart TVs,,,,,,
13464,Home,0.9058333333333334,99 Songs (Tamil),TH (Thailand),Movie,10,26,6,2021,Smart TVs,,,,,,
13855,Home,0.115,The Land Of Steady Habits,IN (India),Movie,14,30,5,2021,Smart TVs,,,,,,
17453,Home,0.2972222222222222,Seven Years In Tibet,TH (Thailand),Movie,4,23,5,2021,Smart TVs,,,,,,
17454,Home,0.7652777777777777,Seven Years In Tibet,TH (Thailand),Movie,14,22,5,2021,Smart TVs,,,,,,
17455,Home,0.2652777777777778,The Man From U.N.C.L.E.,TH (Thailand),Movie,13,22,5,2021,Smart TVs,,,,,,
17502,Home,1.2561111111111112,Is Love Enough? Sir,TH (Thailand),Movie,9,18,5,2021,Smart TVs,,,,,,
17503,Home,0.1530555555555555,Is Love Enough? Sir,TH (Thailand),Movie,8,18,5,2021,Smart TVs,,,,,,
17504,Home,1.074722222222222,Tuesdays & Fridays,TH (Thailand),Movie,10,16,5,2021,Smart TVs,,,,,,
17505,Home,0.6622222222222223,Tuesdays & Fridays,TH (Thailand),Movie,9,16,5,2021,Smart TVs,,,,,,
17506,Home,0.0891666666666666,Tuesdays & Fridays,TH (Thailand),Movie,6,16,5,2021,Smart TVs,,,,,,
17571,Home,0.3322222222222222,Far And Away,TH (Thailand),Movie,12,9,5,2021,Smart TVs,,,,,,
17574,Home,0.1786111111111111,Shadow And Bone,TH (Thailand),TV Show,8,9,5,2021,Smart TVs,,,,,,
17575,Home,0.2063888888888889,Shadow And Bone,TH (Thailand),TV Show,8,9,5,2021,Smart TVs,,,,,,
17577,Home,0.3616666666666667,Anne With An E,TH (Thailand),TV Show,15,8,5,2021,Smart TVs,,,,,,
17578,Home,0.3619444444444444,Anne With An E,TH (Thailand),TV Show,14,8,5,2021,Smart TVs,,,,,,
17579,Home,0.6958333333333333,Anne With An E,TH (Thailand),TV Show,14,8,5,2021,Smart TVs,,,,,,
17580,Home,0.0916666666666666,Anne With An E,TH (Thailand),TV Show,13,8,5,2021,Smart TVs,,,,,,
17582,Home,0.6205555555555555,Anne With An E,IN (India),TV Show,15,7,5,2021,Smart TVs,,,,,,
17583,Home,0.7191666666666666,Anne With An E,IN (India),TV Show,14,7,5,2021,Smart TVs,,,,,,
17584,Home,0.1694444444444444,Anne With An E,IN (India),TV Show,16,6,5,2021,Smart TVs,,,,,,
17585,Home,0.7194444444444444,Anne With An E,IN (India),TV Show,15,6,5,2021,Smart TVs,,,,,,
17586,Home,0.6819444444444445,Anne With An E,IN (India),TV Show,14,5,5,2021,Smart TVs,,,,,,
17587,Home,0.6661111111111111,Anne With An E,IN (India),TV Show,14,5,5,2021,Smart TVs,,,,,,
17588,Home,0.7183333333333334,Anne With An E,IN (India),TV Show,13,5,5,2021,Smart TVs,,,,,,
17589,Home,0.1169444444444444,Anne With An E,IN (India),TV Show,13,5,5,2021,Smart TVs,,,,,,
17590,Home,0.2366666666666666,Anne With An E,IN (India),TV Show,12,5,5,2021,Smart TVs,,,,,,
17591,Home,0.3663888888888889,Anne With An E,IN (India),TV Show,14,4,5,2021,Smart TVs,,,,,,
17592,Home,0.7147222222222223,Anne With An E,IN (India),TV Show,13,4,5,2021,Smart TVs,,,,,,
17593,Home,0.7183333333333334,Anne With An E,IN (India),TV Show,13,4,5,2021,Smart TVs,,,,,,
17594,Home,0.1880555555555555,Anne With An E,IN (India),TV Show,13,4,5,2021,Smart TVs,,,,,,
17595,Home,0.5330555555555555,Anne With An E,IN (India),TV Show,15,3,5,2021,Smart TVs,,,,,,
17596,Home,0.5163888888888889,Anne With An E,IN (India),TV Show,14,3,5,2021,Smart TVs,,,,,,
17597,Home,0.2033333333333333,Anne With An E,IN (India),TV Show,15,2,5,2021,Smart TVs,,,,,,
17598,Home,0.575,Anne With An E,IN (India),TV Show,14,2,5,2021,Smart TVs,,,,,,
17599,Home,0.1441666666666666,Anne With An E,TH (Thailand),TV Show,14,2,5,2021,Smart TVs,,,,,,
17600,Home,0.1919444444444444,Anne With An E,TH (Thailand),TV Show,14,2,5,2021,Smart TVs,,,,,,
17601,Home,0.4991666666666666,Anne With An E,IN (India),TV Show,4,2,5,2021,Smart TVs,,,,,,
17602,Home,0.6719444444444445,Anne With An E,IN (India),TV Show,4,2,5,2021,Smart TVs,,,,,,
17603,Home,0.7180555555555556,Anne With An E,IN (India),TV Show,14,1,5,2021,Smart TVs,,,,,,
17604,Home,0.6983333333333334,Anne With An E,IN (India),TV Show,13,1,5,2021,Smart TVs,,,,,,
17605,Home,0.2638888888888889,Anne With An E,IN (India),TV Show,13,1,5,2021,Smart TVs,,,,,,
17606,Home,0.4569444444444444,Anne With An E,IN (India),TV Show,14,30,4,2021,Smart TVs,,,,,,
17607,Home,0.2722222222222222,Anne With An E,IN (India),TV Show,14,30,4,2021,Smart TVs,,,,,,
17608,Home,0.4847222222222222,Anne With An E,IN (India),TV Show,13,30,4,2021,Smart TVs,,,,,,
17609,Home,0.7180555555555556,Anne With An E,IN (India),TV Show,12,30,4,2021,Smart TVs,,,,,,
17610,Home,0.7386111111111111,Anne With An E,IN (India),TV Show,12,30,4,2021,Smart TVs,,,,,,
17611,Home,0.7166666666666667,Anne With An E,IN (India),TV Show,15,29,4,2021,Smart TVs,,,,,,
17612,Home,0.1677777777777777,Anne With An E,IN (India),TV Show,15,29,4,2021,Smart TVs,,,,,,
17613,Home,0.4947222222222222,Anne With An E,IN (India),TV Show,14,29,4,2021,Smart TVs,,,,,,
17614,Home,0.1519444444444444,Anne With An E,IN (India),TV Show,13,29,4,2021,Smart TVs,,,,,,
17615,Home,0.6063888888888889,Anne With An E,IN (India),TV Show,13,29,4,2021,Smart TVs,,,,,,
17616,Home,1.0572222222222225,Anne With An E,IN (India),TV Show,12,29,4,2021,Smart TVs,,,,,,
17617,Home,0.4075,Anne With An E,IN (India),TV Show,11,29,4,2021,Smart TVs,,,,,,
17635,Home,0.3466666666666667,Searching For Sheela,IN (India),Movie,8,24,4,2021,Smart TVs,,,,,,
17636,Home,0.5113888888888889,Searching For Sheela,IN (India),Movie,7,24,4,2021,Smart TVs,,,,,,
17988,Home,0.7433333333333333,A Walk Among The Tombstones,IN (India),Movie,10,12,4,2021,Apple Mobile Devices,,,,,,
17989,Home,1.3172222222222223,Holiday In The Wild,IN (India),Movie,9,12,4,2021,Smart TVs,,,,,,
18014,Home,1.0780555555555555,A Walk Among The Tombstones,IN (India),Movie,18,11,4,2021,Apple Mobile Devices,,,,,,
18434,Home,0.1147222222222222,Schitt'S Creek,GB (United Kingdom),TV Show,13,25,3,2021,Smart TVs,,,,,,
18435,Home,0.3580555555555555,Schitt'S Creek,GB (United Kingdom),TV Show,12,25,3,2021,Smart TVs,,,,,,
18462,Home,0.8480555555555556,Ocean'S 8,TH (Thailand),Movie,16,6,3,2021,Smart TVs,,,,,,
18463,Home,0.0858333333333333,Ocean'S 8,TH (Thailand),Movie,11,6,3,2021,Smart TVs,,,,,,
18464,Home,0.2002777777777777,Ocean'S 8,TH (Thailand),Movie,10,6,3,2021,Smart TVs,,,,,,
18465,Home,0.5622222222222222,Ocean'S 8,TH (Thailand),Movie,9,6,3,2021,Smart TVs,,,,,,
18466,Home,0.1944444444444444,Ali'S Wedding,TH (Thailand),Movie,6,6,3,2021,Smart TVs,,,,,,
18467,Home,0.7625,Searching For Bobby Fischer,TH (Thailand),Movie,14,5,3,2021,Smart TVs,,,,,,
18468,Home,0.4166666666666667,Searching For Bobby Fischer,TH (Thailand),Movie,13,5,3,2021,Smart TVs,,,,,,
18469,Home,0.1430555555555555,Searching For Bobby Fischer,TH (Thailand),Movie,13,5,3,2021,Smart TVs,,,,,,
18470,Home,0.4786111111111111,Searching For Bobby Fischer,TH (Thailand),Movie,12,5,3,2021,Smart TVs,,,,,,
18471,Home,0.5569444444444445,I Care A Lot,TH (Thailand),Movie,11,3,3,2021,Smart TVs,,,,,,
18472,Home,0.1047222222222222,I Care A Lot,TH (Thailand),Movie,11,3,3,2021,Smart TVs,,,,,,
18473,Home,0.5236111111111111,I Care A Lot,TH (Thailand),Movie,10,3,3,2021,Smart TVs,,,,,,
18474,Home,0.7986111111111112,I Care A Lot,TH (Thailand),Movie,9,3,3,2021,Smart TVs,,,,,,
18475,Home,0.2419444444444444,I Care A Lot,TH (Thailand),Movie,9,3,3,2021,Smart TVs,,,,,,
18476,Home,0.4977777777777777,The Pursuit Of Happyness,TH (Thailand),Movie,9,28,2,2021,Smart TVs,,,,,,
18477,Home,1.0658333333333334,The Pursuit Of Happyness,TH (Thailand),Movie,7,28,2,2021,Smart TVs,,,,,,
18478,Home,0.1877777777777777,The Pursuit Of Happyness,TH (Thailand),Movie,7,28,2,2021,Smart TVs,,,,,,
18479,Home,0.3352777777777778,The Girl On The Train,TH (Thailand),Movie,6,28,2,2021,Smart TVs,,,,,,
18483,Home,0.9852777777777778,Our Souls At Night,TH (Thailand),Movie,15,20,2,2021,Smart TVs,,,,,,
18508,Home,1.0855555555555556,Return To The Blue Lagoon,TH (Thailand),Movie,11,14,2,2021,Smart TVs,,,,,,
18597,Home,0.5916666666666667,Kilometers And Kilometers,IN (India),Movie,9,30,1,2021,Apple Mobile Devices,,,,,,
18598,Home,0.3022222222222222,Kilometers And Kilometers,IN (India),Movie,7,30,1,2021,Apple Mobile Devices,,,,,,
18907,Home,1.2513888888888889,Tribhanga - Tedhi Medhi Crazy,TH (Thailand),Movie,9,16,1,2021,Smart TVs,,,,,,
18908,Home,0.2105555555555555,Tribhanga - Tedhi Medhi Crazy,TH (Thailand),Movie,8,16,1,2021,Smart TVs,,,,,,
19040,Home,0.69,Tears Of The Sun,TH (Thailand),Movie,13,13,12,2020,Smart TVs,,,,,,
19041,Home,0.6619444444444444,Tears Of The Sun,TH (Thailand),Movie,12,13,12,2020,Smart TVs,,,,,,
19042,Home,0.3444444444444444,Tears Of The Sun,TH (Thailand),Movie,7,13,12,2020,Smart TVs,,,,,,
19043,Home,0.1219444444444444,Tears Of The Sun,TH (Thailand),Movie,13,11,12,2020,Smart TVs,,,,,,
19180,Home,0.1572222222222222,Crash Landing On You,TH (Thailand),TV Show,3,1,11,2020,Smart TVs,,,,,,
19181,Home,0.0930555555555555,Crash Landing On You,TH (Thailand),TV Show,17,31,10,2020,Apple Mobile Devices,,,,,,
19182,Home,0.2183333333333333,Crash Landing On You,TH (Thailand),TV Show,16,31,10,2020,Smart TVs,,,,,,
19184,Home,0.6819444444444445,The Queen'S Gambit,TH (Thailand),TV Show,11,30,10,2020,Smart TVs,,,,,,
19185,Home,0.4275,The Queen'S Gambit,TH (Thailand),TV Show,15,29,10,2020,Smart TVs,,,,,,
19186,Home,0.955,The Queen'S Gambit,TH (Thailand),TV Show,14,29,10,2020,Smart TVs,,,,,,
19187,Home,0.5272222222222223,The Queen'S Gambit,TH (Thailand),TV Show,13,29,10,2020,Smart TVs,,,,,,
19188,Home,0.1375,The Queen'S Gambit,TH (Thailand),TV Show,13,29,10,2020,Smart TVs,,,,,,
19189,Home,0.0941666666666666,The Queen'S Gambit,TH (Thailand),TV Show,15,28,10,2020,Smart TVs,,,,,,
19190,Home,0.5383333333333333,The Queen'S Gambit,TH (Thailand),TV Show,15,28,10,2020,Smart TVs,,,,,,
19191,Home,0.2858333333333333,The Queen'S Gambit,TH (Thailand),TV Show,13,28,10,2020,Smart TVs,,,,,,
19192,Home,0.7252777777777778,The Queen'S Gambit,TH (Thailand),TV Show,13,28,10,2020,Smart TVs,,,,,,
19193,Home,0.4722222222222222,The Queen'S Gambit,TH (Thailand),TV Show,12,28,10,2020,Smart TVs,,,,,,
19194,Home,0.5655555555555556,The Queen'S Gambit,TH (Thailand),TV Show,11,28,10,2020,Smart TVs,,,,,,
19195,Home,0.4658333333333333,The Queen'S Gambit,TH (Thailand),TV Show,11,28,10,2020,Smart TVs,,,,,,
19196,Home,0.4786111111111111,The Queen'S Gambit,TH (Thailand),TV Show,14,27,10,2020,Smart TVs,,,,,,
19212,Home,0.2244444444444444,Crash Landing On You,TH (Thailand),TV Show,12,26,10,2020,Smart TVs,,,,,,
19243,Home,0.3983333333333333,Crash Landing On You,TH (Thailand),TV Show,8,25,10,2020,Smart TVs,,,,,,
19345,Home,0.3805555555555555,Emily In Paris,TH (Thailand),TV Show,15,21,10,2020,Apple Mobile Devices,,,,,,
19346,Home,0.1616666666666666,Emily In Paris,TH (Thailand),TV Show,15,20,10,2020,Apple Mobile Devices,,,,,,
19347,Home,0.3719444444444444,Emily In Paris,TH (Thailand),TV Show,15,20,10,2020,Apple Mobile Devices,,,,,,
19348,Home,0.4611111111111111,Emily In Paris,TH (Thailand),TV Show,14,20,10,2020,Apple Mobile Devices,,,,,,
19349,Home,0.6061111111111112,Emily In Paris,TH (Thailand),TV Show,15,19,10,2020,Apple Mobile Devices,,,,,,
19350,Home,0.1927777777777777,Emily In Paris,TH (Thailand),TV Show,14,19,10,2020,Apple Mobile Devices,,,,,,
19351,Home,0.0836111111111111,Emily In Paris,TH (Thailand),TV Show,14,19,10,2020,Apple Mobile Devices,,,,,,
19352,Home,0.1036111111111111,Emily In Paris,TH (Thailand),TV Show,16,18,10,2020,Apple Mobile Devices,,,,,,
19353,Home,0.4597222222222222,Emily In Paris,TH (Thailand),TV Show,15,18,10,2020,Apple Mobile Devices,,,,,,
19354,Home,0.4125,Emily In Paris,TH (Thailand),TV Show,15,18,10,2020,Apple Mobile Devices,,,,,,
19355,Home,0.0872222222222222,Emily In Paris,TH (Thailand),TV Show,15,18,10,2020,Apple Mobile Devices,,,,,,
19356,Home,0.3330555555555555,Emily In Paris,TH (Thailand),TV Show,10,18,10,2020,Apple Mobile Devices,,,,,,
19357,Home,0.4083333333333333,Emily In Paris,TH (Thailand),TV Show,10,18,10,2020,Apple Mobile Devices,,,,,,
19358,Home,0.3713888888888889,Emily In Paris,TH (Thailand),TV Show,9,18,10,2020,Apple Mobile Devices,,,,,,
19359,Home,0.3530555555555555,Emily In Paris,TH (Thailand),TV Show,9,18,10,2020,Apple Mobile Devices,,,,,,
19360,Home,0.1172222222222222,Emily In Paris,TH (Thailand),TV Show,7,18,10,2020,Apple Mobile Devices,,,,,,
19361,Home,0.3580555555555555,Emily In Paris,TH (Thailand),TV Show,5,18,10,2020,Apple Mobile Devices,,,,,,
19362,Home,0.4113888888888889,Emily In Paris,TH (Thailand),TV Show,5,18,10,2020,Apple Mobile Devices,,,,,,
19363,Home,0.4188888888888888,Emily In Paris,TH (Thailand),TV Show,3,18,10,2020,Apple Mobile Devices,,,,,,
19364,Home,0.1138888888888888,Emily In Paris,TH (Thailand),TV Show,17,17,10,2020,Apple Mobile Devices,,,,,,
19365,Home,0.2191666666666666,Emily In Paris,TH (Thailand),TV Show,10,17,10,2020,Apple Mobile Devices,,,,,,
19366,Home,0.4019444444444444,Emily In Paris,TH (Thailand),TV Show,8,17,10,2020,Apple Mobile Devices,,,,,,
19367,Home,0.1683333333333333,Emily In Paris,TH (Thailand),TV Show,6,17,10,2020,Apple Mobile Devices,,,,,,
19368,Home,0.2519444444444444,Emily In Paris,TH (Thailand),TV Show,23,16,10,2020,Apple Mobile Devices,,,,,,
19369,Home,1.1152777777777778,Sarkar (Tamil),TH (Thailand),Movie,14,5,10,2020,Smart TVs,,,,,,
21753,Home,0.1819444444444444,R.K.Nagar,TH (Thailand),Movie,12,22,6,2020,Smart TVs,,,,,,
23953,Home,0.1172222222222222,Attack On Titan,TH (Thailand),TV Show,7,17,5,2020,Smart TVs,,,,,,
25908,Home,0.5144444444444445,Kd (A) Karuppudurai,TH (Thailand),Movie,1,21,3,2020,Smart TVs,,,,,,
25909,Home,1.3797222222222223,Kd (A) Karuppudurai,TH (Thailand),Movie,14,20,3,2020,Smart TVs,,,,,,
25910,Home,0.2625,The Last Bomb Of The Second World War,TH (Thailand),Movie,11,14,3,2020,Smart TVs,,,,,,
25967,Home,0.2619444444444444,Chef'S Table,TH (Thailand),TV Show,7,9,2,2020,Smart TVs,,,,,,
26172,Home,1.8930555555555555,Kd (A) Karuppudurai,TH (Thailand),Movie,13,23,1,2020,Smart TVs,,,,,,
26243,Home,0.1197222222222222,Ronny Chieng,TH (Thailand),TV Show,12,21,1,2020,Smart TVs,,,,,,
26314,Home,0.5052777777777778,Ronny Chieng,TH (Thailand),TV Show,14,15,1,2020,Smart TVs,,,,,,
26473,Home,0.2555555555555555,Oththa Seruppu Size 7,TH (Thailand),Movie,13,6,12,2019,Smart TVs,,,,,,
26474,Home,0.2827777777777778,Edge Of Tomorrow,TH (Thailand),Movie,11,3,12,2019,Smart TVs,,,,,,
26499,Home,0.2605555555555555,Oththa Seruppu Size 7,TH (Thailand),Movie,12,15,11,2019,Smart TVs,,,,,,
26500,Home,2.051944444444445,Oh! Baby (Tamil),TH (Thailand),Movie,11,1,11,2019,Smart TVs,,,,,,
26502,Home,0.4036111111111111,Oh! Baby (Tamil),IN (India),Movie,3,26,10,2019,Smart TVs,,,,,,
26503,Home,0.1441666666666666,Oh! Baby (Tamil),IN (India),Movie,3,26,10,2019,Smart TVs,,,,,,
26523,Home,0.1072222222222222,Lost In Translation,TH (Thailand),Movie,2,20,10,2019,Smart TVs,,,,,,
